"id","home_type","bed","bath","play_ground","swimming_tank","acre_lot","house_size","city","state_name","zip_code","zip_code_population","listing_date","listing_price","sold_date","actual_sold_price","status"
"tEioBfjcX0","Multi Family",0,4,"Y","Y",4.774,1126,"Elizabeth","New Jersey",7216,2100,"2020-06-24",243285,"2020-02-14",173154,"Pending"
"bSGMLE7VoM","Single Family",1,3,"Y","N",7.789,1791,"Atlantic City","New Jersey",8405,45600,"2020-12-12",430333,"2020-07-11",472285,"Sold"
"5rpfhMq1h1","Land",5,1,"Y","N",3.693,1148,"Elizabeth","New Jersey",7215,26500,"2020-11-01",276845,"2020-05-23",287100,"Pending"
"xZ52GtwgVH","Single Family",1,3,"N","Y",9.337,1707,"Hudson County","New Jersey",7305,12700,"2020-06-27",68693,"2020-04-27",165618,"Sold"
"NfnUc6XMjB","Multi Family",3,4,"N","N",0.891,2143,"Elizabeth","New Jersey",7208,6890,"2020-08-20",266786,"2020-07-25",93759,"Pending"
"fBLIj34k4z","Multi Family",2,3,"N","N",1.061,629,"Atlantic City","New Jersey",8404,8900,"2020-08-24",14624,"2020-09-26",488586,"Sold"
"UpaUxcPUD0","Single Family",0,2,"Y","N",1.82,2959,"Elizabeth","New Jersey",7216,2100,"2020-01-30",128337,"2020-12-19",94304,"Sold"
"TX45eIAyTp","Single Family",0,0,"N","N",6.327,885,"Elizabeth","New Jersey",7208,6890,"2020-03-29",477203,"2020-03-30",383920,"Sold"
"B0dk5tRcpO","Multi Family",4,4,"Y","N",0.204,2259,"Atlantic City","New Jersey",8405,45600,"2020-05-31",306680,"2020-11-25",492243,"Sold"
"xfCjOzFbJA","Single Family",3,3,"N","Y",1.029,951,"Atlantic City","New Jersey",8402,6500,"2021-01-08",323711,"2021-01-27",379959,"Pending"
"Dy6yeq8PHU","Single Family",1,4,"N","N",1.68,2350,"Atlantic City","New Jersey",8404,8900,"2021-01-27",348757,"2020-08-29",472291,"Sold"
"ehx0SKaaii","Multi Family",3,2,"Y","N",9.089,722,"Atlantic City","New Jersey",8405,45600,"2020-10-12",242580,"2020-08-17",317372,"Pending"
"04aEnREszK","Land",1,1,"Y","N",1.998,1078,"Elizabeth","New Jersey",7216,2100,"2020-12-08",64822,"2020-05-26",441028,"Pending"
"PFJ1fwv5L5","Single Family",3,3,"Y","Y",4.898,1667,"Elizabeth","New Jersey",7208,6890,"2020-05-01",39435,"2020-05-31",116557,"Pending"
"hzcAeDIfxK","Single Family",5,3,"N","N",7.703,2071,"Atlantic City","New Jersey",8405,45600,"2020-01-30",240223,"2020-09-23",376205,"Sold"
"X8I8RDLrNV","Multi Family",3,1,"Y","N",9.588,1644,"Atlantic City","New Jersey",8404,8900,"2020-01-22",411892,"2020-06-12",271445,"Pending"
"j3blIsdyea","Multi Family",2,2,"Y","N",4.169,2718,"Basking Ridge","New Jersey",7920,7000,"2020-03-15",166784,"2020-05-04",303026,"Pending"
"LB4LsaV5VU","Land",1,4,"N","N",5.002,495,"Basking Ridge","New Jersey",7920,7000,"2020-06-15",367641,"2020-02-12",479985,"Pending"
"IXqS0K0vSi","Multi Family",1,3,"N","Y",2.413,2739,"Elizabeth","New Jersey",7216,2100,"2020-09-24",409346,"2020-10-02",307457,"Sold"
"0sDBQW610n","Land",0,0,"Y","N",1.727,2228,"Elizabeth","New Jersey",7208,6890,"2020-12-05",183732,"2020-04-17",26909,"Sold"
"GlLhi7G6Wi","Land",4,3,"N","Y",0.327,1037,"Elizabeth","New Jersey",7208,6890,"2020-09-20",164853,"2020-01-09",289842,"Pending"
"TX45eIAyTp","Single Family",0,0,"N","N",6.327,885,"Elizabeth","New Jersey",7216,2100,"2020-03-29",477203,"2020-03-30",383920,"Sold"
"tFdMi4iUoS","Land",2,2,"N","Y",8.391,2124,"Basking Ridge","New Jersey",7920,7000,"2020-11-29",452658,"2020-01-31",137363,"Sold"
"ej50sIj59O","Multi Family",1,1,"Y","Y",3.788,1497,"Atlantic City","New Jersey",8404,8900,"2020-11-20",374024,"2020-10-11",488795,"Sold"
"SjtGrjKjf3","Multi Family",3,1,"N","Y",3.582,1617,"Atlantic City","New Jersey",8405,45600,"2021-01-13",270647,"2020-01-27",459104,"Sold"
"LrbHvL1iaU","Multi Family",1,4,"N","Y",1.625,2433,"Elizabeth","New Jersey",7215,26500,"2020-07-15",166890,"2020-01-27",251790,"Pending"
"ApKmjaJTYz","Multi Family",5,1,"Y","Y",4.17,1972,"Atlantic City","New Jersey",8405,45600,"2020-01-22",249723,"2020-07-26",435252,"Pending"
"gGN5KwrPWp","Multi Family",4,2,"Y","Y",4.124,2896,"Elizabeth","New Jersey",7208,6890,"2020-10-05",213315,"2020-03-16",123579,"Sold"
"Dn0uVNw2pX","Land",4,1,"Y","Y",8.821,1757,"Elizabeth","New Jersey",7208,6890,"2020-03-11",355958,"2020-01-22",386925,"Sold"
"eusQvPRTkH","Single Family",2,3,"Y","Y",6.726,1202,"Elizabeth","New Jersey",7208,6890,"2021-01-02",93814,"2020-04-06",351371,"Sold"
"YYexi0aNxr","Single Family",0,1,"N","Y",2.184,739,"Atlantic City","New Jersey",8405,45600,"2020-01-18",396111,"2020-06-08",46616,"Pending"
"ej50sIj59O","Multi Family",1,1,"Y","Y",3.788,1497,"Atlantic City","New Jersey",8402,6500,"2020-11-20",374024,"2020-10-11",488795,"Sold"
"MPvStDoMeo","Land",3,1,"Y","Y",1.869,1005,"Elizabeth","New Jersey",7208,6890,"2020-02-20",111213,"2020-02-06",327702,"Sold"
"e3xXZHzzOT","Land",4,0,"Y","N",1.603,2486,"Hammonton","New Jersey",8037,23729,"2020-12-29",358066,"2020-01-07",194884,"Pending"
"IXqS0K0vSi","Multi Family",1,3,"N","Y",2.413,2739,"Elizabeth","New Jersey",7208,6890,"2020-09-24",409346,"2020-10-02",307457,"Sold"
"7jRwdHkwoY","Land",3,4,"Y","N",8.055,396,"Elizabeth","New Jersey",7208,6890,"2020-05-17",119843,"2020-05-21",310907,"Pending"
"ZYapTqOqPK","Land",3,3,"Y","Y",3.216,537,"Elizabeth","New Jersey",7215,26500,"2020-06-05",64823,"2020-05-25",242711,"Pending"
"1cUaGLh98R","Multi Family",5,2,"Y","N",3.875,1318,"Atlantic City","New Jersey",8402,6500,"2020-09-28",369786,"2020-09-24",327969,"Pending"
"8aV8FMscWP","Land",5,3,"N","N",5.976,637,"Hudson County","New Jersey",7305,12700,"2020-11-23",242205,"2020-06-07",337994,"Sold"
"xRNE7iGqE4","Land",4,2,"Y","N",8.745,790,"Atlantic City","New Jersey",8402,6500,"2020-04-10",394166,"2020-02-25",63679,"Pending"
"X6vQm8qFJf","Single Family",4,1,"N","N",8.927,555,"Atlantic City","New Jersey",8402,6500,"2020-08-07",183903,"2020-01-04",164083,"Pending"
"4pX7HMuSN3","Single Family",3,3,"N","Y",1.417,1050,"Elizabeth","New Jersey",7216,2100,"2020-10-17",162945,"2020-04-22",50642,"Pending"
"y2WwrVVCg8","Land",1,3,"N","Y",0.918,1046,"Elizabeth","New Jersey",7215,26500,"2021-01-18",145758,"2020-06-03",439317,"Pending"
"mSslQHgDOy","Land",0,3,"N","N",5.864,2465,"Elizabeth","New Jersey",7216,2100,"2020-05-03",403884,"2020-09-04",408421,"Pending"
"WIaEnjWfSf","Multi Family",1,3,"N","Y",0.551,2526,"Elizabeth","New Jersey",7215,26500,"2020-01-31",344181,"2020-12-24",470043,"Pending"
"1dkqV8DZgz","Single Family",5,4,"N","Y",2.215,241,"Atlantic City","New Jersey",8402,6500,"2020-07-10",256453,"2020-02-08",120780,"Pending"
"CKxqYrO9L8","Multi Family",4,2,"Y","N",5.099,2484,"Basking Ridge","New Jersey",7920,7000,"2020-05-26",174955,"2020-09-03",219354,"Sold"
"LfW1mYNxvz","Multi Family",2,3,"Y","Y",4.325,2888,"Elizabeth","New Jersey",7215,26500,"2021-01-10",97437,"2020-11-14",393553,"Sold"
"ohWIcRllPy","Land",0,3,"N","N",2.42,2351,"Hudson County","New Jersey",7305,12700,"2020-05-27",432597,"2020-10-13",389711,"Sold"
"YYexi0aNxr","Single Family",0,1,"N","Y",2.184,739,"Atlantic City","New Jersey",8404,8900,"2020-01-18",396111,"2020-06-08",46616,"Pending"
"VuG9tr6tlF","Multi Family",3,3,"Y","Y",2.228,2638,"Atlantic City","New Jersey",8404,8900,"2020-09-16",497792,"2020-03-06",247104,"Sold"
"8hvj6PMevb","Land",5,3,"Y","Y",4.19,2812,"Elizabeth","New Jersey",7215,26500,"2020-08-18",304650,"2020-03-27",312561,"Sold"
"1LtAtlfGkd","Multi Family",3,0,"N","N",7.405,1686,"Atlantic City","New Jersey",8402,6500,"2021-01-13",121617,"2020-04-21",249747,"Sold"
"2mHTbppx4r","Multi Family",4,4,"N","Y",6.161,1218,"Hammonton","New Jersey",8037,23729,"2020-12-29",46342,"2020-12-25",466039,"Pending"
"NptW8vRQYr","Land",4,1,"Y","N",9.413,2656,"Elizabeth","New Jersey",7215,26500,"2020-04-08",375778,"2020-07-29",139942,"Pending"
"V5UBUNOfnp","Single Family",0,3,"Y","N",2.534,1725,"Atlantic City","New Jersey",8402,6500,"2020-10-04",28867,"2020-04-26",369452,"Sold"
"akAfNjl6yK","Land",3,0,"N","N",3.525,1339,"Atlantic City","New Jersey",8404,8900,"2020-06-03",389781,"2020-07-15",231352,"Sold"
"8hvj6PMevb","Land",5,3,"Y","Y",4.19,2812,"Elizabeth","New Jersey",7216,2100,"2020-08-18",304650,"2020-03-27",312561,"Sold"
"JbN0U2BU2M","Multi Family",1,2,"N","N",5.792,454,"Atlantic City","New Jersey",8405,45600,"2020-07-28",98196,"2020-11-06",346921,"Sold"
"4BnQZ8vkmh","Single Family",1,2,"Y","N",9.211,2385,"Elizabeth","New Jersey",7215,26500,"2020-02-22",12353,"2020-03-06",231691,"Pending"
"9zvlBqCkIc","Land",5,3,"Y","Y",9.591,1178,"Hudson County","New Jersey",7305,12700,"2020-08-01",164940,"2020-08-09",255499,"Pending"
"0y7W3LARbm","Single Family",4,2,"N","Y",1.624,1595,"Atlantic City","New Jersey",8405,45600,"2021-01-07",86435,"2020-05-10",387522,"Pending"
"eb23C6HUV3","Single Family",3,3,"Y","Y",1.652,1824,"Atlantic City","New Jersey",8404,8900,"2020-06-26",176808,"2020-01-19",499481,"Sold"
"IiBtUAg1RE","Single Family",4,4,"Y","N",5.585,2987,"Elizabeth","New Jersey",7216,2100,"2020-08-09",333914,"2020-02-12",475855,"Sold"
"TtBDbnj1Vw","Single Family",2,3,"Y","Y",0.519,2652,"Atlantic City","New Jersey",8404,8900,"2020-11-10",398083,"2020-07-24",125044,"Pending"
"erMk64GXTl","Multi Family",0,1,"Y","N",3.689,1051,"Basking Ridge","New Jersey",7920,7000,"2020-12-10",367712,"2020-02-28",287907,"Sold"
"4ZKfloYndH","Single Family",3,2,"Y","N",9.449,646,"Atlantic City","New Jersey",8405,45600,"2020-10-24",149728,"2020-04-28",244330,"Pending"
"MYst5Df5dA","Multi Family",4,2,"Y","Y",6.062,2143,"Atlantic City","New Jersey",8402,6500,"2020-06-18",388950,"2020-12-27",167129,"Pending"
"5y7qWgE9PA","Land",5,3,"Y","N",6.512,2620,"Atlantic City","New Jersey",8405,45600,"2021-01-21",79632,"2020-09-29",53438,"Pending"
"Mq4NTeA7Wr","Land",5,3,"Y","Y",3.56,1140,"Basking Ridge","New Jersey",7920,7000,"2020-10-14",351748,"2020-02-16",19033,"Sold"
"qtkZBv1JQW","Single Family",0,4,"N","N",8.036,1161,"Atlantic City","New Jersey",8404,8900,"2020-03-16",41832,"2020-10-23",326759,"Sold"
"xbzEh6jxLA","Single Family",1,3,"Y","Y",3.976,2854,"Atlantic City","New Jersey",8402,6500,"2020-10-24",44793,"2020-03-27",176145,"Sold"
"gO2FEwFnqV","Multi Family",5,0,"Y","N",7.096,1548,"Elizabeth","New Jersey",7215,26500,"2020-12-13",159143,"2020-02-23",456224,"Pending"
"p2EHnzXq8d","Single Family",5,1,"N","Y",7.914,100,"Atlantic City","New Jersey",8404,8900,"2021-01-25",132891,"2020-11-21",171274,"Sold"
"5dRm6v3Lc3","Multi Family",1,0,"Y","Y",0.136,1707,"Elizabeth","New Jersey",7208,6890,"2020-04-24",435502,"2020-11-10",424989,"Sold"
"7SdMn37AbQ","Land",1,1,"N","N",5.207,456,"Elizabeth","New Jersey",7215,26500,"2020-03-12",75776,"2020-09-16",47234,"Pending"
"c1Ivy0wHTo","Single Family",1,1,"Y","N",2.112,873,"Atlantic City","New Jersey",8404,8900,"2020-10-23",454004,"2020-01-22",387835,"Sold"
"gC36PgVSzR","Single Family",2,2,"N","N",9.492,2372,"Atlantic City","New Jersey",8404,8900,"2020-01-23",460257,"2020-10-28",428618,"Sold"
"vPdpLDraEy","Single Family",1,1,"N","N",0.905,713,"Atlantic City","New Jersey",8405,45600,"2020-07-21",26798,"2020-08-17",272807,"Pending"
"Eyt28UJ7WF","Multi Family",5,4,"Y","Y",1.46,2271,"Atlantic City","New Jersey",8404,8900,"2020-07-08",64098,"2020-02-12",114394,"Sold"
"4ZKfloYndH","Single Family",3,2,"Y","N",9.449,646,"Atlantic City","New Jersey",8404,8900,"2020-10-24",149728,"2020-04-28",244330,"Pending"
"F7OZousRgh","Multi Family",3,0,"N","Y",8.826,609,"Atlantic City","New Jersey",8402,6500,"2020-09-10",398544,"2020-10-31",140522,"Sold"
"YYQMWcYkRY","Land",4,3,"Y","N",2.718,1362,"Hudson County","New Jersey",7305,12700,"2020-12-28",302654,"2020-06-24",50945,"Sold"
"ZiF1FQ8urG","Single Family",4,3,"Y","N",7.012,734,"Elizabeth","New Jersey",7208,6890,"2020-10-18",122351,"2020-06-15",117641,"Pending"
"VuG9tr6tlF","Multi Family",3,3,"Y","Y",2.228,2638,"Atlantic City","New Jersey",8405,45600,"2020-09-16",497792,"2020-03-06",247104,"Sold"
"4EANkvlL33","Single Family",2,1,"Y","Y",5.866,465,"Hudson County","New Jersey",7305,12700,"2020-04-07",110371,"2020-09-20",494911,"Sold"
"GUDc9UDhBU","Multi Family",5,1,"Y","N",4.322,570,"Atlantic City","New Jersey",8405,45600,"2020-08-10",146850,"2020-10-09",55898,"Pending"
"e6xT3snn28","Single Family",3,2,"N","N",2.845,1899,"Hammonton","New Jersey",8037,23729,"2020-02-24",496992,"2020-04-14",421490,"Sold"
"qYX95D8XsO","Multi Family",4,0,"N","N",3.148,148,"Atlantic City","New Jersey",8405,45600,"2020-08-20",477023,"2020-05-09",492052,"Sold"
"MtCd1v6g8l","Land",4,4,"Y","Y",1.155,2326,"Hammonton","New Jersey",8037,23729,"2021-01-05",188405,"2020-01-21",492506,"Sold"
"xgTziO1hjM","Single Family",2,1,"Y","Y",5.084,2074,"Atlantic City","New Jersey",8402,6500,"2020-08-30",174419,"2020-10-31",463307,"Pending"
"uIv4TIaAhx","Single Family",5,1,"Y","N",4.835,706,"Elizabeth","New Jersey",7208,6890,"2020-05-01",471070,"2021-01-02",271877,"Pending"
"o0WgF2FfJl","Single Family",1,2,"Y","Y",3.154,398,"Elizabeth","New Jersey",7215,26500,"2020-03-28",370347,"2020-03-11",496298,"Sold"
"2Mr7uQ1Wra","Multi Family",1,0,"N","Y",4.223,1998,"Atlantic City","New Jersey",8405,45600,"2020-01-18",49659,"2020-09-19",304214,"Sold"
"H2m2cQ4SWk","Multi Family",4,0,"N","N",2.66,1966,"Elizabeth","New Jersey",7215,26500,"2020-02-28",65766,"2020-06-06",64395,"Pending"
"YeuIBm3G32","Single Family",2,1,"N","Y",0.015,1583,"Elizabeth","New Jersey",7208,6890,"2020-03-15",213033,"2020-01-08",359217,"Sold"
"1e2zUZiHQq","Single Family",4,1,"Y","N",7.024,2865,"Atlantic City","New Jersey",8405,45600,"2020-07-08",23131,"2020-03-05",311983,"Sold"
"I3HLqayAtN","Single Family",5,2,"N","N",6.785,2619,"Elizabeth","New Jersey",7215,26500,"2020-08-11",326924,"2020-08-19",26403,"Pending"
"8oe4Bt9YGu","Single Family",3,0,"Y","Y",1.992,2853,"Elizabeth","New Jersey",7208,6890,"2020-07-25",117088,"2020-10-26",386799,"Sold"
"0BZsw7ywlG","Single Family",2,2,"N","Y",3.006,424,"Atlantic City","New Jersey",8404,8900,"2020-01-23",373258,"2020-07-24",269657,"Pending"
"cgn8rzdY5d","Multi Family",4,0,"N","N",4.363,1853,"Elizabeth","New Jersey",7208,6890,"2020-12-27",336014,"2020-10-06",164833,"Pending"
"NwlornMoZG","Land",5,3,"Y","Y",4.358,2057,"Atlantic City","New Jersey",8404,8900,"2020-06-25",55395,"2020-11-12",396573,"Sold"
"h2QSvfoNoY","Land",3,4,"Y","N",1.944,2603,"Elizabeth","New Jersey",7208,6890,"2020-09-06",25748,"2020-03-05",72077,"Pending"
"XAsSAoYzXv","Single Family",3,0,"N","Y",9.12,2660,"Atlantic City","New Jersey",8404,8900,"2020-12-29",124053,"2020-06-30",13259,"Sold"
"n92UIDWwAX","Multi Family",0,4,"Y","Y",8.754,1114,"Elizabeth","New Jersey",7216,2100,"2020-11-19",321261,"2020-04-17",173146,"Pending"
"7SdMn37AbQ","Land",1,1,"N","N",5.207,456,"Elizabeth","New Jersey",7208,6890,"2020-03-12",75776,"2020-09-16",47234,"Pending"
"UysB83WP1y","Single Family",0,0,"Y","Y",1.623,2004,"Hammonton","New Jersey",8037,23729,"2020-06-17",146920,"2020-09-06",159108,"Pending"
"BMEmR0xxFP","Land",4,2,"N","Y",0.938,795,"Basking Ridge","New Jersey",7920,7000,"2020-03-28",319634,"2020-03-26",291157,"Sold"
"ZAeU3PqOoO","Land",1,2,"Y","Y",8.138,2116,"Atlantic City","New Jersey",8404,8900,"2020-06-05",427054,"2020-12-26",53964,"Sold"
"AJZshThQ8r","Single Family",0,4,"N","Y",2.283,1174,"Elizabeth","New Jersey",7215,26500,"2020-05-11",210450,"2020-02-29",353101,"Sold"
"Dy6yeq8PHU","Single Family",1,4,"N","N",1.68,2350,"Atlantic City","New Jersey",8402,6500,"2021-01-27",348757,"2020-08-29",472291,"Sold"
"PPyEr6IqZz","Multi Family",3,1,"Y","Y",7.979,904,"Atlantic City","New Jersey",8404,8900,"2020-12-01",109240,"2020-09-17",125086,"Sold"
"AsQVX4QFzg","Land",0,2,"Y","N",0.932,973,"Atlantic City","New Jersey",8402,6500,"2020-09-06",419008,"2020-10-10",134607,"Sold"
"5iLBZB7ZaF","Multi Family",4,0,"N","Y",3.833,1205,"Hammonton","New Jersey",8037,23729,"2020-08-26",235864,"2020-01-15",13792,"Sold"
"HJL4qQOmKE","Multi Family",2,2,"Y","Y",0.204,288,"Atlantic City","New Jersey",8405,45600,"2020-07-20",226700,"2020-06-26",381055,"Pending"
"KlrNJPVS20","Land",1,2,"N","N",4.255,2112,"Basking Ridge","New Jersey",7920,7000,"2020-08-09",333066,"2019-12-31",321522,"Pending"
"c1Ivy0wHTo","Single Family",1,1,"Y","N",2.112,873,"Atlantic City","New Jersey",8402,6500,"2020-10-23",454004,"2020-01-22",387835,"Sold"
"LKLwsSFtRE","Multi Family",4,1,"Y","Y",4.582,459,"Elizabeth","New Jersey",7208,6890,"2020-12-06",166983,"2020-05-14",124914,"Sold"
"NlqszU5f2k","Multi Family",5,0,"N","N",3.524,2094,"Atlantic City","New Jersey",8402,6500,"2020-06-22",294564,"2020-12-14",55916,"Pending"
"QQzSVuy5dO","Single Family",5,2,"N","N",9.262,2482,"Elizabeth","New Jersey",7216,2100,"2020-11-25",422676,"2020-02-07",280537,"Sold"
"MHqzI15ytT","Single Family",1,4,"Y","N",4.135,522,"Basking Ridge","New Jersey",7920,7000,"2021-01-17",124582,"2020-12-13",56398,"Pending"
"ajimRuDzm6","Single Family",2,1,"Y","N",6.401,2410,"Atlantic City","New Jersey",8404,8900,"2020-09-15",152838,"2020-09-13",45861,"Sold"
"yLf8Yo4tW5","Land",5,0,"N","N",1.696,911,"Atlantic City","New Jersey",8404,8900,"2020-03-13",39881,"2020-12-30",360089,"Pending"
"NfnUc6XMjB","Multi Family",3,4,"N","N",0.891,2143,"Elizabeth","New Jersey",7215,26500,"2020-08-20",266786,"2020-07-25",93759,"Pending"
"bAZ8OLFMbX","Multi Family",1,2,"Y","Y",3.505,2180,"Hammonton","New Jersey",8037,23729,"2020-01-20",429722,"2020-11-18",160173,"Pending"
"UktCvLQZun","Single Family",1,3,"N","Y",1.196,1929,"Atlantic City","New Jersey",8402,6500,"2020-12-26",417139,"2020-06-29",492522,"Sold"
"YFie1rAeco","Multi Family",3,1,"N","Y",8.49,684,"Atlantic City","New Jersey",8405,45600,"2020-11-22",246268,"2020-06-12",243873,"Pending"
"dJLpHdcSxa","Multi Family",0,3,"Y","Y",8.756,1422,"Atlantic City","New Jersey",8404,8900,"2020-12-16",385073,"2020-07-07",376962,"Pending"
"CvjF7dlzUM","Single Family",4,3,"N","N",5.292,1941,"Atlantic City","New Jersey",8405,45600,"2020-12-30",211730,"2020-11-19",394267,"Pending"
"iwvUDm8yL0","Land",5,4,"N","N",3.296,1980,"Elizabeth","New Jersey",7215,26500,"2020-07-13",215816,"2020-10-06",22327,"Sold"
"xPz4HoTBCt","Multi Family",4,0,"Y","Y",7.658,1695,"Atlantic City","New Jersey",8404,8900,"2020-03-23",450765,"2020-02-18",225201,"Sold"
"Dn0uVNw2pX","Land",4,1,"Y","Y",8.821,1757,"Elizabeth","New Jersey",7216,2100,"2020-03-11",355958,"2020-01-22",386925,"Sold"
"awsyKqpDVT","Land",5,2,"N","N",1.59,547,"Elizabeth","New Jersey",7208,6890,"2020-03-26",90663,"2020-12-09",459871,"Pending"
"FnWqn7EOkh","Land",3,0,"N","Y",5.824,1199,"Hudson County","New Jersey",7305,12700,"2020-05-06",41540,"2020-12-31",249955,"Pending"
"Q40oFUTcT6","Land",4,3,"N","N",3.035,2812,"Elizabeth","New Jersey",7216,2100,"2020-07-06",51102,"2020-07-02",472025,"Sold"
"qYX95D8XsO","Multi Family",4,0,"N","N",3.148,148,"Atlantic City","New Jersey",8402,6500,"2020-08-20",477023,"2020-05-09",492052,"Sold"
"NlqszU5f2k","Multi Family",5,0,"N","N",3.524,2094,"Atlantic City","New Jersey",8404,8900,"2020-06-22",294564,"2020-12-14",55916,"Pending"
"2eHm1yuWIL","Land",0,1,"Y","N",4.778,842,"Elizabeth","New Jersey",7215,26500,"2020-12-20",235194,"2020-11-19",453582,"Pending"
"LhpUrgrPfk","Land",1,2,"Y","Y",5.632,1688,"Atlantic City","New Jersey",8405,45600,"2020-09-21",269457,"2020-09-03",109477,"Sold"
"Gewpyt74qw","Single Family",3,2,"Y","Y",3.774,719,"Atlantic City","New Jersey",8402,6500,"2020-01-12",300555,"2020-05-26",82872,"Pending"
"5rpfhMq1h1","Land",5,1,"Y","N",3.693,1148,"Elizabeth","New Jersey",7216,2100,"2020-11-01",276845,"2020-05-23",287100,"Pending"
"PFJ1fwv5L5","Single Family",3,3,"Y","Y",4.898,1667,"Elizabeth","New Jersey",7216,2100,"2020-05-01",39435,"2020-05-31",116557,"Pending"
"9nq7gjT6Iv","Multi Family",4,1,"N","N",9.692,2138,"Atlantic City","New Jersey",8404,8900,"2020-03-06",286343,"2020-12-15",17233,"Sold"
"QHLdLu4y8L","Multi Family",2,0,"Y","N",5.491,2290,"Atlantic City","New Jersey",8402,6500,"2020-06-29",86361,"2020-05-14",340524,"Sold"
"YpCMWG85Ax","Multi Family",5,3,"N","Y",3.775,1993,"Hudson County","New Jersey",7305,12700,"2020-01-03",139843,"2020-11-21",164692,"Sold"
"r7ZJtvmmOu","Land",4,0,"N","N",9.969,2063,"Atlantic City","New Jersey",8404,8900,"2020-03-25",480175,"2020-05-06",319964,"Pending"
"uoxjc0jVWS","Land",3,2,"N","N",3.726,1870,"Elizabeth","New Jersey",7216,2100,"2020-10-12",358977,"2020-03-12",374607,"Pending"
"ApKmjaJTYz","Multi Family",5,1,"Y","Y",4.17,1972,"Atlantic City","New Jersey",8404,8900,"2020-01-22",249723,"2020-07-26",435252,"Pending"
"w6qqalwXPP","Multi Family",1,4,"Y","Y",7.728,1450,"Atlantic City","New Jersey",8405,45600,"2020-09-02",143985,"2020-12-25",330082,"Pending"
"c4oEWY4oOo","Multi Family",2,3,"Y","N",8.984,2107,"Elizabeth","New Jersey",7208,6890,"2020-03-23",67538,"2020-07-11",394780,"Pending"
"4BnQZ8vkmh","Single Family",1,2,"Y","N",9.211,2385,"Elizabeth","New Jersey",7216,2100,"2020-02-22",12353,"2020-03-06",231691,"Pending"
"dIyX9Xiu4f","Multi Family",1,4,"Y","N",0.714,475,"Atlantic City","New Jersey",8404,8900,"2020-01-23",233729,"2020-04-03",36963,"Sold"
"VAXwIfLPWT","Land",2,2,"Y","Y",2.188,2195,"Elizabeth","New Jersey",7215,26500,"2020-04-19",18700,"2020-06-28",226623,"Sold"
"NbVUgMDBlr","Single Family",4,3,"Y","N",9.277,1947,"Hammonton","New Jersey",8037,23729,"2021-01-21",494836,"2021-01-13",469976,"Pending"
"0AVQltLwXI","Single Family",4,2,"Y","Y",2.826,216,"Hudson County","New Jersey",7305,12700,"2020-09-28",258781,"2020-03-06",448317,"Pending"
"h11DyplDcR","Land",1,4,"Y","Y",1.882,821,"Atlantic City","New Jersey",8402,6500,"2020-08-01",333881,"2020-01-04",41210,"Pending"
"VvaD8xqckt","Single Family",3,1,"N","N",3.296,1017,"Hammonton","New Jersey",8037,23729,"2021-01-07",467684,"2020-06-13",455385,"Sold"
"NXXfjoCGHT","Multi Family",0,1,"N","Y",5.54,2886,"Elizabeth","New Jersey",7215,26500,"2020-04-03",403283,"2020-02-28",233348,"Pending"
"TwBGCyYPGT","Land",0,3,"N","Y",4.2,2252,"Basking Ridge","New Jersey",7920,7000,"2020-10-04",259221,"2020-08-27",461677,"Sold"
"8pghJdEva7","Land",5,4,"Y","Y",8.392,2324,"Atlantic City","New Jersey",8405,45600,"2020-06-26",64977,"2020-09-16",458994,"Sold"
"04aEnREszK","Land",1,1,"Y","N",1.998,1078,"Elizabeth","New Jersey",7208,6890,"2020-12-08",64822,"2020-05-26",441028,"Pending"
"ZiF1FQ8urG","Single Family",4,3,"Y","N",7.012,734,"Elizabeth","New Jersey",7216,2100,"2020-10-18",122351,"2020-06-15",117641,"Pending"
"YJyRdr7GPM","Land",3,2,"Y","N",0.81,681,"Elizabeth","New Jersey",7216,2100,"2020-10-03",275277,"2020-04-22",142683,"Pending"
"vc1ezxZ7Cl","Land",4,2,"N","Y",6.429,2600,"Basking Ridge","New Jersey",7920,7000,"2020-05-25",392569,"2020-08-07",226856,"Sold"
"YNRPEFepK4","Single Family",1,0,"N","Y",0.984,1654,"Elizabeth","New Jersey",7216,2100,"2020-05-17",156907,"2020-12-22",392808,"Pending"
"onSbOe7KTJ","Multi Family",5,4,"Y","N",1.269,2837,"Atlantic City","New Jersey",8405,45600,"2020-05-19",414137,"2020-07-13",21921,"Sold"
"t8w2ORFBWX","Multi Family",5,0,"Y","Y",1,425,"Atlantic City","New Jersey",8402,6500,"2020-03-21",33579,"2021-01-22",420500,"Pending"
"NXXfjoCGHT","Multi Family",0,1,"N","Y",5.54,2886,"Elizabeth","New Jersey",7208,6890,"2020-04-03",403283,"2020-02-28",233348,"Pending"
"8oe4Bt9YGu","Single Family",3,0,"Y","Y",1.992,2853,"Elizabeth","New Jersey",7216,2100,"2020-07-25",117088,"2020-10-26",386799,"Sold"
"P982zVzpx9","Land",5,4,"Y","N",8.684,1113,"Hammonton","New Jersey",8037,23729,"2020-08-27",62977,"2020-01-19",34190,"Sold"
"4pX7HMuSN3","Single Family",3,3,"N","Y",1.417,1050,"Elizabeth","New Jersey",7215,26500,"2020-10-17",162945,"2020-04-22",50642,"Pending"
